,start,end,ideal_start,ideal_end,livetime,livetime_fraction,ideal_livetime,ideal_livetime_fraction,delivered_spills,collected_spills,ideal_collected_spills,delivered_pot,collected_pot,ideal_collected_pot
191,2026-02-22 20:00:00+00:00,2026-02-23 00:00:00+00:00,2026-02-22 20:00:00+00:00,2026-02-23 00:00:00+00:00,14400.0,1.0,14400.0,1.0,71966,71966,71966,339247.8047521613,339247.8047521613,339247.8047521613
192,2026-02-23 00:00:00+00:00,2026-02-23 04:00:00+00:00,2026-02-23 00:00:00+00:00,2026-02-23 04:00:00+00:00,14400.0,1.0,14400.0,1.0,71999,71999,71999,349866.12642872817,349866.12642872817,349866.12642872817
193,2026-02-23 04:00:00+00:00,2026-02-23 08:00:00+00:00,2026-02-23 04:00:00+00:00,2026-02-23 08:00:00+00:00,14400.0,1.0,14400.0,1.0,71979,71979,71979,350739.3653943083,350739.3653943083,350739.3653943083
194,2026-02-23 08:00:00+00:00,2026-02-23 12:00:00+00:00,2026-02-23 08:00:00+00:00,2026-02-23 12:00:00+00:00,14400.0,1.0,14400.0,1.0,72002,72002,72002,354052.0650851705,354052.0650851705,354052.0650851705
195,2026-02-23 12:00:00+00:00,2026-02-23 16:00:00+00:00,2026-02-23 12:00:00+00:00,2026-02-23 16:00:00+00:00,14400.0,1.0,14400.0,1.0,71727,71727,71727,257671.22651374456,257671.22651374456,257671.22651374456
196,2026-02-23 16:00:00+00:00,2026-02-23 20:00:00+00:00,2026-02-23 16:00:00+00:00,2026-02-23 20:00:00+00:00,14400.0,1.0,14400.0,1.0,55902,55902,55902,50.95969050809393,50.95969050809393,50.95969050809393
197,2026-02-23 20:00:00+00:00,2026-02-24 00:00:00+00:00,2026-02-23 20:00:00+00:00,2026-02-24 00:00:00+00:00,14400.0,1.0,14400.0,1.0,30864,30864,30864,29.007164347672905,29.007164347672905,29.007164347672905
198,2026-02-24 00:00:00+00:00,2026-02-24 04:00:00+00:00,2026-02-24 00:00:00+00:00,2026-02-24 04:00:00+00:00,14400.0,1.0,14400.0,1.0,43074,43074,43074,35.90215311470893,35.90215311470893,35.90215311470893
199,2026-02-24 04:00:00+00:00,2026-02-24 08:00:00+00:00,2026-02-24 04:00:00+00:00,2026-02-24 08:00:00+00:00,14400.0,1.0,14400.0,1.0,42939,42939,42939,34.61185336995379,34.61185336995379,34.61185336995379
200,2026-02-24 08:00:00+00:00,2026-02-24 12:00:00+00:00,2026-02-24 08:00:00+00:00,2026-02-24 12:00:00+00:00,14400.0,1.0,14400.0,1.0,42915,42915,42915,38.78031833182678,38.78031833182678,38.78031833182678
201,2026-02-24 12:00:00+00:00,2026-02-24 16:00:00+00:00,2026-02-24 12:00:00+00:00,2026-02-24 16:00:00+00:00,14400.0,1.0,14400.0,1.0,43028,43028,43028,38.25619896941801,38.25619896941801,38.25619896941801
202,2026-02-24 16:00:00+00:00,2026-02-24 20:00:00+00:00,2026-02-24 16:00:00+00:00,2026-02-24 20:00:00+00:00,14400.0,1.0,14400.0,1.0,43079,43079,43079,35.75164223672461,35.75164223672461,35.75164223672461
203,2026-02-24 20:00:00+00:00,2026-02-25 00:00:00+00:00,2026-02-24 20:00:00+00:00,2026-02-25 00:00:00+00:00,14400.0,1.0,14400.0,1.0,43065,43065,43065,38.79334014800145,38.79334014800145,38.79334014800145
204,2026-02-25 00:00:00+00:00,2026-02-25 04:00:00+00:00,2026-02-25 00:00:00+00:00,2026-02-25 04:00:00+00:00,14400.0,1.0,14400.0,1.0,43100,43100,43100,42.917661567794774,42.917661567794774,42.917661567794774
205,2026-02-25 04:00:00+00:00,2026-02-25 08:00:00+00:00,2026-02-25 04:00:00+00:00,2026-02-25 08:00:00+00:00,14400.0,1.0,14400.0,1.0,43063,43063,43063,43.91028822601278,43.91028822601278,43.91028822601278
206,2026-02-25 08:00:00+00:00,2026-02-25 12:00:00+00:00,2026-02-25 08:00:00+00:00,2026-02-25 12:00:00+00:00,14400.0,1.0,14400.0,1.0,43121,43121,43121,35.3306238292174,35.3306238292174,35.3306238292174
207,2026-02-25 12:00:00+00:00,2026-02-25 16:00:00+00:00,2026-02-25 12:00:00+00:00,2026-02-25 16:00:00+00:00,14400.0,1.0,14400.0,1.0,43066,43066,43066,35.69078002949557,35.69078002949557,35.69078002949557
208,2026-02-25 16:00:00+00:00,2026-02-25 20:00:00+00:00,2026-02-25 16:00:00+00:00,2026-02-25 20:00:00+00:00,14400.0,1.0,14400.0,1.0,42863,42863,42863,28.739148344551733,28.739148344551733,28.739148344551733
209,2026-02-25 20:00:00+00:00,2026-02-26 00:00:00+00:00,2026-02-25 20:00:00+00:00,2026-02-26 00:00:00+00:00,14400.0,1.0,14400.0,1.0,42945,42945,42945,31.475249207881323,31.475249207881323,31.475249207881323
